"Parasite.species","Parasite.genus","Parasite.group","Host.species","Host.common.name","Missing.info","Typical.host","Host.no","Def.int","Facultative","Stage","Asexual","Site","Host.habitat","Vert.group","Remark","Author","Year","Journal","Volume","Pages"
"Acanthocephalus tumescens","Acanthocephalus","acanthocephalan","Galaxias platei",NA,0,"typical",2,"def","no","adult","none","gut","freshwater","fish",NA,"Rauque et al.","2003","Folia Parasitol.","50","72-78"
"Acanthocephalus tumescens","Acanthocephalus","acanthocephalan","Oncorhynchus mykiss","rainbow trout",0,"atypical",2,"def","no","adult","none","gut","freshwater","fish","introduced, so recent host addition","Rauque et al.","2002","Folia Parasitol.","49","127-130"
"Acanthocephalus tumescens","Acanthocephalus","acanthocephalan","Percichthys trucha","sa perch",0,"typical",2,"def","no","adult","none","gut","freshwater","fish","could also be third host","Rauque et al.","2003","Folia Parasitol.","50","72-78"
"Acanthocephalus tumescens","Acanthocephalus","acanthocephalan","Oncorhynchus mykiss","rainbow trout",0,"atypical",3,"def","postcyclic","adult","none","gut","freshwater","fish","introduced, so recent host addition","Rauque et al.","2002","Folia Parasitol.","49","127-130"
"Acanthocephalus tumescens","Acanthocephalus","acanthocephalan","Salvelinus fontinalis","brook trout",0,"typical",3,"def","postcyclic","adult","none","gut","freshwater","fish","introduced, so recent host addition","Rauque et al.","2003","Folia Parasitol.","50","72-78"
"Acanthocirrus retrirostris","Acanthocirrus","cestode","Balanus balanoides","barnacle",0,"typical",1,"int","no","1larv","none","body cavity","marine",NA,"has also been in Dilepis","Williams et al.","1981","Parasitol. Res.","66","155-162"
"Acanthocirrus retrirostris","Acanthocirrus","cestode","Arenaria interpres","ruddy turnstone",0,"typical",2,"def","no","adult","none","gut","marine","bird",NA,"Williams et al.","1981","Parasitol. Res.","66","155-162"
"Acanthocirrus retrirostris","Acanthocirrus","cestode","Arenaria melanocephala","ruddy turnstone",0,"typical",2,"def","no","adult","none","gut","marine","bird",NA,"Canaris and Kinsella","2007","J. Parasitol.","93","485-490"
"Acanthocirrus retrirostris","Acanthocirrus","cestode","Calidris alpina","dunlin",0,"typical",2,"def","no","adult","none","gut","marine","bird",NA,"Williams et al.","1981","Parasitol. Res.","66","155-162"
"Acanthogyrus (Acanthosentis) lizae","Acanthogyrus","acanthocephalan","Halectinosoma herdmani","copepod",0,"typical",1,"int","no","1larv","none","body cavity","marine",NA,NA,"Huys and Bodin","1997","Ophelia","46","217-231"
"Acanthogyrus (Acanthosentis) lizae","Acanthogyrus","acanthocephalan","Liza aurata","golden grey mullet",0,"typical",2,"def","no","adult","none","gut","marine","fish",NA,"Huys and Bodin","1997","Ophelia","46","217-231"
"Acanthosentis dattai","Acanthosentis","acanthocephalan","Mesocyclops leuckarti","copepod",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,NA,"Sharma and Wattal","1976","Folia Parasitol.","23","169-173"
"Acanthosentis dattai","Acanthosentis","acanthocephalan","Pethia ticto","ticto barb",0,"typical",2,"def","no","adult","none","gut","freshwater","fish",NA,"Sharma and Wattal","1976","Folia Parasitol.","23","169-173"
"Acanthosentis dattai","Acanthosentis","acanthocephalan","Puntius sophore","pool barb",0,"typical",2,"def","no","adult","none","gut","freshwater","fish",NA,"Sharma and Wattal","1976","Folia Parasitol.","23","169-173"
"Acuaria anthuris","Acuaria","nematode","Locusta migratoria","grasshopper",0,"typical",1,"int","no","1larv","none","muscles","terrestrial",NA,NA,"Quentin et al.","1972","Z. Parasitenk.","39","103-126"
"Acuaria anthuris","Acuaria","nematode","Corvus brachyrhynchos","crow",0,"typical",2,"def","no","adult","none","gizzard","terrestrial","bird","according to Quentin et al. 1972, the reports of A.anthuris in Corvus are actually A.depressa","Hendricks et al.","1969","Proc. Helminthol. Soc. Wash.","36","150-152"
"Acuaria anthuris","Acuaria","nematode","Corvus corone","carrion crow",0,"typical",2,"def","no","adult","none","gizzard","terrestrial","bird",NA,"Chabaud and Petter","1961","Ann. Parasitol. Hum. Comp.","36","409-424"
"Acuaria anthuris","Acuaria","nematode","Corvus frugilegus","fish crow",0,"typical",2,"def","no","adult","none","gizzard","terrestrial","bird",NA,"Halajian et al.","2011","Iran. J. Parasitol.","6","38-44"
"Acuaria anthuris","Acuaria","nematode","Garrulus glandarius","eurasian jay",0,"typical",2,"def","no","adult","none","gizzard","terrestrial","bird",NA,"Chabaud and Petter","1961","Ann. Parasitol. Hum. Comp.","36","409-424"
"Acuaria anthuris","Acuaria","nematode","Pica pica","magpie",0,"typical",2,"def","no","adult","none","gizzard","terrestrial","bird","considered the Acuaria gizzard worms in Corvus and Pica different species (A. depressa and A. anthuris respectively)","Quentin et al.","1972","Z. Parasitenk.","39","103-126"
"Acuaria depressa","Acuaria","nematode","Chorthippus longicornis","grasshopper",0,"typical",1,"int","no","1larv","none","muscles","terrestrial",NA,"as A.anthuris","Rietschel","1973","Z. Parasitenk.","42","243-250"
"Acuaria depressa","Acuaria","nematode","Locusta migratoria","grasshopper",0,"typical",1,"int","no","1larv","none","muscles","terrestrial",NA,"as A.anthuris which Quentin et al. 1972 considered A.depressa","Rietschel","1973","Z. Parasitenk.","42","243-250"
"Acuaria depressa","Acuaria","nematode","Melanoplus femurrubrum","grasshopper",0,"typical",1,"int","no","1larv","none","muscles","terrestrial",NA,"also infected an unidentified cricket species but unsuccessfully attempted to infect ground beetles","Cram","1934","Proc. Helminthol. Soc. Wash.","1","48-49"
"Acuaria depressa","Acuaria","nematode","Corvus brachyrhynchos","crow",0,"typical",2,"def","no","adult","none","gizzard","terrestrial","bird","as A.anthuris","Cram","1934","Proc. Helminthol. Soc. Wash.","1","48-49"
"Acuaria depressa","Acuaria","nematode","Corvus corone","carrion crow",0,"typical",2,"def","no","adult","none","gizzard","terrestrial","bird","unsuccessful attempts to directly infect crows","Rietschel","1973","Z. Parasitenk.","42","243-250"
"Acuaria depressa","Acuaria","nematode","Corvus frugilegus","rook",0,"typical",2,"def","no","adult","none","gizzard","terrestrial","bird",NA,"Rietschel","1973","Z. Parasitenk.","42","243-250"
"Acuaria depressa","Acuaria","nematode","Corvus ossifragus","fish crow",0,"typical",2,"def","no","adult","none","gizzard","terrestrial","bird","as A.anthuris","Cram","1934","Proc. Helminthol. Soc. Wash.","1","48-49"
"Acuaria gruveli","Acuaria","nematode","Tylotropidius patagiatus","grasshopper",0,"typical",1,"int","no","1larv","none","muscles","terrestrial",NA,NA,"Quentin and Seureau","1983","Ann. Parasitol. Hum. Comp.","58","43-56"
"Acuaria gruveli","Acuaria","nematode","Francolinus bicalcaratus","francolin",0,"typical",2,"def","no","adult","none","gizzard","terrestrial","bird",NA,"Quentin and Seureau","1983","Ann. Parasitol. Hum. Comp.","58","43-56"
"Acuaria gruveli","Acuaria","nematode","Pternistis swainsonii","swainson's spurfowl",0,"typical",2,"def","no","adult","none","gizzard","terrestrial","bird",NA,"Junker et al.","2008","J. Helminthol.","82","365-371"
"Acuaria hamulosa","Acuaria","nematode","Aiolopus thalassinus","grasshopper",0,"typical",1,"int","no","1larv","none","muscles","terrestrial",NA,"just CAB abstract","Refuerzo","1940","Nat. Appl. Sci. Bull. Univ. Philipp.","7","407-414"
"Acuaria hamulosa","Acuaria","nematode","Atractomorpha ambigua","grasshopper",0,"typical",1,"int","no","1larv","none","muscles","terrestrial",NA,NA,"Alicata","1938","In: Livro jubilar do professor Lauro Travassos",NA,"11-19"
"Acuaria hamulosa","Acuaria","nematode","Carpophilus dimidiatus","beetle",0,"typical",1,"int","no","1larv","none","muscles","terrestrial",NA,NA,"Alicata","1938","In: Livro jubilar do professor Lauro Travassos",NA,"11-19"
"Acuaria hamulosa","Acuaria","nematode","Conocephalus saltator","grasshopper",0,"typical",1,"int","no","1larv","none","muscles","terrestrial",NA,NA,"Alicata","1938","In: Livro jubilar do professor Lauro Travassos",NA,"11-19"
"Acuaria hamulosa","Acuaria","nematode","Dactylosternum abdominale","beetle",0,"typical",1,"int","no","1larv","none","muscles","terrestrial",NA,NA,"Alicata","1938","In: Livro jubilar do professor Lauro Travassos",NA,"11-19"
"Acuaria hamulosa","Acuaria","nematode","Decticus verrucivorus","grasshopper",0,"typical",1,"int","no","1larv","none","muscles","terrestrial",NA,"just CAB abstract","Dotsenko","1953","Dokl. Akad. Nauk SSSR","88","583-584"
"Acuaria hamulosa","Acuaria","nematode","Euxestus sp.","beetle",0,"typical",1,"int","no","1larv","none","muscles","terrestrial",NA,NA,"Alicata","1938","In: Livro jubilar do professor Lauro Travassos",NA,"11-19"
"Acuaria hamulosa","Acuaria","nematode","Litargus balteatus","beetle",0,"typical",1,"int","no","1larv","none","muscles","terrestrial",NA,NA,"Alicata","1938","In: Livro jubilar do professor Lauro Travassos",NA,"11-19"
"Acuaria hamulosa","Acuaria","nematode","Melanoplus differentialis","grasshopper",0,"typical",1,"int","no","1larv","none","muscles","terrestrial",NA,"as Cheilospirura hamulosa","Cram","1931","US Dept. Agric. Tech. Bull.","227","1-27"
"Acuaria hamulosa","Acuaria","nematode","Melanoplus femurrubrum","grasshopper",0,"typical",1,"int","no","1larv","none","muscles","terrestrial",NA,"as Cheilospirura hamulosa","Cram","1931","US Dept. Agric. Tech. Bull.","227","1-27"
"Acuaria hamulosa","Acuaria","nematode","Oedaleus infernalis","grasshopper",0,"typical",1,"int","no","1larv","none","muscles","terrestrial",NA,"just CAB abstract","Dotsenko","1953","Dokl. Akad. Nauk SSSR","88","583-584"
"Acuaria hamulosa","Acuaria","nematode","Orchestia platensis","sandhopper",0,"typical",1,"int","no","1larv","none","muscles","terrestrial",NA,NA,"Alicata","1938","In: Livro jubilar do professor Lauro Travassos",NA,"11-19"
"Acuaria hamulosa","Acuaria","nematode","Oxya sinensis","grasshopper",0,"typical",1,"int","no","1larv","none","muscles","terrestrial",NA,"just CAB abstract","Refuerzo","1940","Nat. Appl. Sci. Bull. Univ. Philipp.","7","407-414"
"Acuaria hamulosa","Acuaria","nematode","Oxydema fusiforme","weevil",0,"typical",1,"int","no","1larv","none","muscles","terrestrial",NA,NA,"Alicata","1938","In: Livro jubilar do professor Lauro Travassos",NA,"11-19"
"Acuaria hamulosa","Acuaria","nematode","Palorus ratzeburgi","beetle",0,"typical",1,"int","no","1larv","none","muscles","terrestrial",NA,NA,"Alicata","1938","In: Livro jubilar do professor Lauro Travassos",NA,"11-19"
"Acuaria hamulosa","Acuaria","nematode","Paroxya clavuliger","grasshopper",0,"typical",1,"int","no","1larv","none","muscles","terrestrial",NA,"as Cheilospirura hamulosa","Cuvillier","1934","Proc. Helminthol. Soc. Wash.","1","14-15"
"Acuaria hamulosa","Acuaria","nematode","Sitophilus oryzae","weevil",0,"typical",1,"int","no","1larv","none","muscles","terrestrial",NA,"encysts in muscles after developing in body cavity","Alicata","1938","In: Livro jubilar do professor Lauro Travassos",NA,"11-19"
"Acuaria hamulosa","Acuaria","nematode","Tenebriodes nana","beetle",0,"typical",1,"int","no","1larv","none","muscles","terrestrial",NA,NA,"Alicata","1938","In: Livro jubilar do professor Lauro Travassos",NA,"11-19"
"Acuaria hamulosa","Acuaria","nematode","Tetrix japonica","grasshopper",0,"typical",1,"int","no","1larv","none","muscles","terrestrial",NA,"just CAB abstract","Dotsenko","1953","Dokl. Akad. Nauk SSSR","88","583-584"
"Acuaria hamulosa","Acuaria","nematode","Tribolium castaneum","beetle",0,"typical",1,"int","no","1larv","none","muscles","terrestrial",NA,NA,"Alicata","1938","In: Livro jubilar do professor Lauro Travassos",NA,"11-19"
"Acuaria hamulosa","Acuaria","nematode","Typhaea stercorea","beetle",0,"typical",1,"int","no","1larv","none","muscles","terrestrial",NA,NA,"Alicata","1938","In: Livro jubilar do professor Lauro Travassos",NA,"11-19"
"Acuaria hamulosa","Acuaria","nematode","Gallus gallus","chicken",0,"typical",2,"def","no","adult","none","gizzard","terrestrial","bird",NA,"Anderson","2000","Nematode parasites of vertebrates: their development and transmission, CABI",NA,NA
"Acuaria hamulosa","Acuaria","nematode","Meleagris gallopavo","turkey",0,"typical",2,"def","no","adult","none","gizzard","terrestrial","bird",NA,"Anderson","2000","Nematode parasites of vertebrates: their development and transmission, CABI",NA,NA
"Acuaria hamulosa","Acuaria","nematode","Phasianus colchicus","ring-necked pheasants",0,"typical",2,"def","no","adult","none","gizzard","terrestrial","bird",NA,"Gomes et al.","2004","Parasitol. Res.","92","225-231"
"Acuaria subula","Acuaria","nematode","Schistocerca gregaria","grasshopper",0,"typical",1,"int","no","1larv","none","muscles","terrestrial",NA,NA,"Baron","1967","J. Nat. Hist.","4","465-472"
"Acuaria subula","Acuaria","nematode","Acrocephalus turdoides","thrush warbler",0,"typical",2,"def","no","adult","none","gizzard","terrestrial","bird",NA,"Baron","1967","J. Nat. Hist.","4","465-472"
"Acuaria subula","Acuaria","nematode","Erithacus rubecula","european robin",0,"typical",2,"def","no","adult","none","gizzard","terrestrial","bird","considered the specimens from Baron 1967 to be distinct species (A. skrjabini); also gave a full list of host species","Mutafchiev et al.","2013","Acta Parasitol.","58","284-296"
"Acuaria subula","Acuaria","nematode","Ficedula hypoleuca","pied flycatcher",0,"typical",2,"def","no","adult","none","gizzard","terrestrial","bird","cites Okulewicz 1982","Mutafchiev et al.","2013","Acta Parasitol.","58","284-296"
"Acuaria subula","Acuaria","nematode","Hippolais icterina","icterine warbler",0,"typical",2,"def","no","adult","none","gizzard","terrestrial","bird","cites Okulewicz 1982","Mutafchiev et al.","2013","Acta Parasitol.","58","284-296"
"Acuaria subula","Acuaria","nematode","Lanius excubitor","greater grey shrike",0,"typical",2,"def","no","adult","none","gizzard","terrestrial","bird",NA,"Baron","1967","J. Nat. Hist.","4","465-472"
"Acuaria subula","Acuaria","nematode","Lanius minor","lesser grey shrike",0,"typical",2,"def","no","adult","none","gizzard","terrestrial","bird",NA,"Baron","1967","J. Nat. Hist.","4","465-472"
"Acuaria subula","Acuaria","nematode","Luscinia svecica","bluethroat",0,"typical",2,"def","no","adult","none","gizzard","terrestrial","bird",NA,"Baron","1967","J. Nat. Hist.","4","465-472"
"Acuaria subula","Acuaria","nematode","Motacilla citreola","citrine wagtail",0,"typical",2,"def","no","adult","none","gizzard","terrestrial","bird",NA,"Baron","1967","J. Nat. Hist.","4","465-472"
"Acuaria subula","Acuaria","nematode","Oenanthe isabellina","wheateater",0,"typical",2,"def","no","adult","none","gizzard","terrestrial","bird",NA,"Baron","1967","J. Nat. Hist.","4","465-472"
"Acuaria subula","Acuaria","nematode","Oenanthe picata","wheateater",0,"typical",2,"def","no","adult","none","gizzard","terrestrial","bird",NA,"Baron","1967","J. Nat. Hist.","4","465-472"
"Acuaria subula","Acuaria","nematode","Passer domesticus","house sparrow",0,"typical",2,"def","no","adult","none","gizzard","terrestrial","bird",NA,"Baron","1967","J. Nat. Hist.","4","465-472"
"Acuaria subula","Acuaria","nematode","Passer montanus","tree sparrow",0,"typical",2,"def","no","adult","none","gizzard","terrestrial","bird",NA,"Baron","1967","J. Nat. Hist.","4","465-472"
"Acuaria subula","Acuaria","nematode","Pica pica","magpie",0,"typical",2,"def","no","adult","none","gizzard","terrestrial","bird",NA,"Baron","1967","J. Nat. Hist.","4","465-472"
"Acuaria subula","Acuaria","nematode","Saxicola caprata","pied bush chat",0,"typical",2,"def","no","adult","none","gizzard","terrestrial","bird",NA,"Baron","1967","J. Nat. Hist.","4","465-472"
"Acuaria subula","Acuaria","nematode","Sturnus vulgaris","starling",0,"typical",2,"def","no","adult","none","gizzard","terrestrial","bird",NA,"Baron","1967","J. Nat. Hist.","4","465-472"
"Aelurostrongylus abstrusus","Aelurostrongylus","nematode","Achatina fulica","snail",0,"typical",1,"int","no","1larv","none","muscles","terrestrial",NA,NA,"Thiengo et al.","2008","J. Invertebr. Pathol.","98","34-39"
"Aelurostrongylus abstrusus","Aelurostrongylus","nematode","Agriolimax agrestis","snail",0,"typical",1,"int","no","1larv","none","muscles","terrestrial",NA,"experimental host","Hobmaier and Hobmaier","1935","Exp. Biol. Med.","32","1641-1647"
"Aelurostrongylus abstrusus","Aelurostrongylus","nematode","Agriolimax columbianus","snail",0,"typical",1,"int","no","1larv","none","muscles","terrestrial",NA,"experimental host","Hobmaier and Hobmaier","1935","Exp. Biol. Med.","32","1641-1647"
"Aelurostrongylus abstrusus","Aelurostrongylus","nematode","Agriolimax laevis","snail",0,"typical",1,"int","no","1larv","none","muscles","terrestrial",NA,"experimental host","Mackerras","1957","Aust. J. Zool.","5","188-195"
